{'loss': '11.97', 'grad_norm': '0.3921', 'learning_rate': '1.997e-05', 'epoch': '0.003239'}
{'loss': '8.025', 'grad_norm': '0.3839', 'learning_rate': '1.164e-05', 'epoch': '0.8421'}
{'loss': '8.004', 'grad_norm': '0.3414', 'learning_rate': '1.161e-05', 'epoch': '0.8453'}
{'loss': '8.026', 'grad_norm': '0.2997', 'learning_rate': '1.158e-05', 'epoch': '0.8485'}
{'loss': '7.988', 'grad_norm': '0.2299', 'learning_rate': '1.154e-05', 'epoch': '0.8518'}
{'loss': '8.002', 'grad_norm': '0.3486', 'learning_rate': '1.151e-05', 'epoch': '0.855'}
{'loss': '8.132', 'grad_norm': '0.3688', 'learning_rate': '1.148e-05', 'epoch': '0.8583'}
{'loss': '7.901', 'grad_norm': '0.2793', 'learning_rate': '1.145e-05', 'epoch': '0.8615'}
{'loss': '7.88', 'grad_norm': '0.3451', 'learning_rate': '1.142e-05', 'epoch': '0.8647'}
{'loss': '8.143', 'grad_norm': '0.3639', 'learning_rate': '1.138e-05', 'epoch': '0.868'}
{'loss': '7.999', 'grad_norm': '0.3988', 'learning_rate': '1.135e-05', 'epoch': '0.8712'}
{'loss': '7.954', 'grad_norm': '0.1676', 'learning_rate': '1.132e-05', 'epoch': '0.8745'}
{'loss': '7.992', 'grad_norm': '0.2715', 'learning_rate': '1.129e-05', 'epoch': '0.8777'}
{'loss': '7.837', 'grad_norm': '0.3865', 'learning_rate': '1.125e-05', 'epoch': '0.8809'}
{'loss': '7.876', 'grad_norm': '0.2364', 'learning_rate': '1.122e-05', 'epoch': '0.8842'}
{'loss': '8.12', 'grad_norm': '0.3645', 'learning_rate': '1.119e-05', 'epoch': '0.8874'}
{'loss': '8.007', 'grad_norm': '0.3454', 'learning_rate': '1.116e-05', 'epoch': '0.8907'}
{'loss': '7.82', 'grad_norm': '0.2632', 'learning_rate': '1.112e-05', 'epoch': '0.8939'}
{'loss': '8.004', 'grad_norm': '0.4282', 'learning_rate': '1.109e-05', 'epoch': '0.8971'}
{'loss': '7.938', 'grad_norm': '0.3664', 'learning_rate': '1.106e-05', 'epoch': '0.9004'}
{'loss': '7.915', 'grad_norm': '0.2623', 'learning_rate': '1.103e-05', 'epoch': '0.9036'}
{'loss': '7.888', 'grad_norm': '0.3416', 'learning_rate': '1.099e-05', 'epoch': '0.9068'}
{'loss': '7.887', 'grad_norm': '0.3835', 'learning_rate': '1.096e-05', 'epoch': '0.9101'}
{'loss': '7.956', 'grad_norm': '0.4004', 'learning_rate': '1.093e-05', 'epoch': '0.9133'}
{'loss': '7.865', 'grad_norm': '0.3511', 'learning_rate': '1.09e-05', 'epoch': '0.9166'}
{'loss': '7.762', 'grad_norm': '0.4844', 'learning_rate': '1.086e-05', 'epoch': '0.9198'}
{'loss': '7.914', 'grad_norm': '0.4778', 'learning_rate': '1.083e-05', 'epoch': '0.923'}
{'loss': '8', 'grad_norm': '0.5004', 'learning_rate': '1.08e-05', 'epoch': '0.9263'}
{'loss': '7.879', 'grad_norm': '0.4034', 'learning_rate': '1.077e-05', 'epoch': '0.9295'}
{'loss': '7.927', 'grad_norm': '0.5814', 'learning_rate': '1.074e-05', 'epoch': '0.9328'}
{'loss': '7.947', 'grad_norm': '0.4397', 'learning_rate': '1.07e-05', 'epoch': '0.936'}
{'loss': '7.965', 'grad_norm': '0.2876', 'learning_rate': '1.067e-05', 'epoch': '0.9392'}
{'loss': '8.064', 'grad_norm': '0.2886', 'learning_rate': '1.064e-05', 'epoch': '0.9425'}
{'loss': '8.039', 'grad_norm': '0.5798', 'learning_rate': '1.061e-05', 'epoch': '0.9457'}
{'loss': '7.994', 'grad_norm': '0.3175', 'learning_rate': '1.057e-05', 'epoch': '0.9489'}
{'loss': '7.958', 'grad_norm': '0.4147', 'learning_rate': '1.054e-05', 'epoch': '0.9522'}
{'loss': '7.982', 'grad_norm': '0.3832', 'learning_rate': '1.051e-05', 'epoch': '0.9554'}
{'loss': '8.052', 'grad_norm': '0.2507', 'learning_rate': '1.048e-05', 'epoch': '0.9587'}
{'loss': '8.022', 'grad_norm': '0.4669', 'learning_rate': '1.044e-05', 'epoch': '0.9619'}
{'loss': '8.115', 'grad_norm': '0.3853', 'learning_rate': '1.041e-05', 'epoch': '0.9651'}
{'loss': '7.985', 'grad_norm': '0.4547', 'learning_rate': '1.038e-05', 'epoch': '0.9684'}
{'loss': '8.113', 'grad_norm': '0.48', 'learning_rate': '1.035e-05', 'epoch': '0.9716'}
{'loss': '7.911', 'grad_norm': '0.3973', 'learning_rate': '1.031e-05', 'epoch': '0.9749'}
{'loss': '8.042', 'grad_norm': '0.6258', 'learning_rate': '1.028e-05', 'epoch': '0.9781'}
{'loss': '8.015', 'grad_norm': '0.358', 'learning_rate': '1.025e-05', 'epoch': '0.9813'}
{'loss': '8.133', 'grad_norm': '0.3194', 'learning_rate': '1.022e-05', 'epoch': '0.9846'}
{'loss': '7.932', 'grad_norm': '0.6283', 'learning_rate': '1.018e-05', 'epoch': '0.9878'}
{'loss': '8.085', 'grad_norm': '0.3086', 'learning_rate': '1.015e-05', 'epoch': '0.9911'}
{'loss': '7.998', 'grad_norm': '0.4473', 'learning_rate': '1.012e-05', 'epoch': '0.9943'}
{'loss': '8.009', 'grad_norm': '0.4018', 'learning_rate': '1.009e-05', 'epoch': '0.9975'}
{'loss': '7.888', 'grad_norm': '0.3939', 'learning_rate': '1.006e-05', 'epoch': '1.001'}
{'loss': '7.956', 'grad_norm': '0.5241', 'learning_rate': '1.002e-05', 'epoch': '1.004'}
{'loss': '7.97', 'grad_norm': '0.4223', 'learning_rate': '9.99e-06', 'epoch': '1.007'}
{'loss': '8.091', 'grad_norm': '0.3901', 'learning_rate': '9.958e-06', 'epoch': '1.01'}
{'loss': '7.969', 'grad_norm': '0.2992', 'learning_rate': '9.926e-06', 'epoch': '1.014'}
{'loss': '7.923', 'grad_norm': '0.4909', 'learning_rate': '9.893e-06', 'epoch': '1.017'}
{'loss': '8.149', 'grad_norm': '0.3007', 'learning_rate': '9.861e-06', 'epoch': '1.02'}
{'loss': '8.033', 'grad_norm': '0.4384', 'learning_rate': '9.828e-06', 'epoch': '1.023'}
{'loss': '8.017', 'grad_norm': '0.5056', 'learning_rate': '9.796e-06', 'epoch': '1.027'}
{'loss': '7.989', 'grad_norm': '0.4242', 'learning_rate': '9.764e-06', 'epoch': '1.03'}
{'loss': '8.127', 'grad_norm': '0.4443', 'learning_rate': '9.731e-06', 'epoch': '1.033'}
{'loss': '8.057', 'grad_norm': '0.3657', 'learning_rate': '9.699e-06', 'epoch': '1.036'}
{'loss': '7.957', 'grad_norm': '0.2998', 'learning_rate': '9.666e-06', 'epoch': '1.04'}
{'loss': '7.999', 'grad_norm': '0.4148', 'learning_rate': '9.634e-06', 'epoch': '1.043'}
{'loss': '8.046', 'grad_norm': '0.865', 'learning_rate': '9.602e-06', 'epoch': '1.046'}
{'loss': '7.927', 'grad_norm': '0.5814', 'learning_rate': '9.569e-06', 'epoch': '1.049'}
{'loss': '8.048', 'grad_norm': '0.5328', 'learning_rate': '9.537e-06', 'epoch': '1.052'}
{'loss': '8.153', 'grad_norm': '0.368', 'learning_rate': '9.505e-06', 'epoch': '1.056'}
{'loss': '8.062', 'grad_norm': '0.5673', 'learning_rate': '9.472e-06', 'epoch': '1.059'}
{'loss': '8.03', 'grad_norm': '0.447', 'learning_rate': '9.44e-06', 'epoch': '1.062'}
{'loss': '8.067', 'grad_norm': '0.4039', 'learning_rate': '9.407e-06', 'epoch': '1.065'}
{'loss': '8.014', 'grad_norm': '0.4731', 'learning_rate': '9.375e-06', 'epoch': '1.069'}
{'loss': '8.102', 'grad_norm': '0.3786', 'learning_rate': '9.343e-06', 'epoch': '1.072'}
{'loss': '8.11', 'grad_norm': '0.3374', 'learning_rate': '9.31e-06', 'epoch': '1.075'}
{'loss': '7.966', 'grad_norm': '0.5885', 'learning_rate': '9.278e-06', 'epoch': '1.078'}
{'loss': '8.005', 'grad_norm': '0.5608', 'learning_rate': '9.245e-06', 'epoch': '1.082'}
{'loss': '8.048', 'grad_norm': '0.4401', 'learning_rate': '9.213e-06', 'epoch': '1.085'}
{'loss': '7.999', 'grad_norm': '0.3285', 'learning_rate': '9.181e-06', 'epoch': '1.088'}
{'loss': '8.11', 'grad_norm': '0.4636', 'learning_rate': '9.148e-06', 'epoch': '1.091'}
{'loss': '8.027', 'grad_norm': '0.3782', 'learning_rate': '9.116e-06', 'epoch': '1.095'}
{'loss': '7.913', 'grad_norm': '0.6437', 'learning_rate': '9.084e-06', 'epoch': '1.098'}
{'loss': '8.076', 'grad_norm': '0.4612', 'learning_rate': '9.051e-06', 'epoch': '1.101'}
{'loss': '8.076', 'grad_norm': '0.4643', 'learning_rate': '9.019e-06', 'epoch': '1.104'}
{'loss': '8.033', 'grad_norm': '0.4242', 'learning_rate': '8.986e-06', 'epoch': '1.108'}
{'loss': '8.125', 'grad_norm': '0.4417', 'learning_rate': '8.954e-06', 'epoch': '1.111'}
{'loss': '8.124', 'grad_norm': '0.4709', 'learning_rate': '8.922e-06', 'epoch': '1.114'}
{'loss': '8.114', 'grad_norm': '0.4062', 'learning_rate': '8.889e-06', 'epoch': '1.117'}
{'loss': '7.899', 'grad_norm': '0.6162', 'learning_rate': '8.857e-06', 'epoch': '1.12'}
{'loss': '8.077', 'grad_norm': '0.4126', 'learning_rate': '8.824e-06', 'epoch': '1.124'}
{'loss': '8.02', 'grad_norm': '0.5699', 'learning_rate': '8.792e-06', 'epoch': '1.127'}
{'loss': '8.048', 'grad_norm': '0.4368', 'learning_rate': '8.76e-06', 'epoch': '1.13'}
{'loss': '8.144', 'grad_norm': '0.3486', 'learning_rate': '8.727e-06', 'epoch': '1.133'}
{'loss': '7.909', 'grad_norm': '0.703', 'learning_rate': '8.695e-06', 'epoch': '1.137'}
{'loss': '7.987', 'grad_norm': '0.3707', 'learning_rate': '8.663e-06', 'epoch': '1.14'}
{'loss': '8.096', 'grad_norm': '0.3809', 'learning_rate': '8.63e-06', 'epoch': '1.143'}
{'loss': '8.056', 'grad_norm': '0.2963', 'learning_rate': '8.598e-06', 'epoch': '1.146'}
{'loss': '8.133', 'grad_norm': '0.7801', 'learning_rate': '8.565e-06', 'epoch': '1.15'}
{'loss': '8.149', 'grad_norm': '0.2391', 'learning_rate': '8.533e-06', 'epoch': '1.153'}
{'loss': '7.96', 'grad_norm': '0.5023', 'learning_rate': '8.501e-06', 'epoch': '1.156'}
{'loss': '7.992', 'grad_norm': '0.5025', 'learning_rate': '8.468e-06', 'epoch': '1.159'}
{'loss': '8.011', 'grad_norm': '0.4035', 'learning_rate': '8.436e-06', 'epoch': '1.163'}
{'loss': '8.069', 'grad_norm': '0.4246', 'learning_rate': '8.403e-06', 'epoch': '1.166'}
{'loss': '7.95', 'grad_norm': '0.4595', 'learning_rate': '8.371e-06', 'epoch': '1.169'}
{'loss': '8.119', 'grad_norm': '0.5241', 'learning_rate': '8.339e-06', 'epoch': '1.172'}
{'loss': '7.932', 'grad_norm': '0.4581', 'learning_rate': '8.306e-06', 'epoch': '1.176'}
{'loss': '8.066', 'grad_norm': '0.3903', 'learning_rate': '8.274e-06', 'epoch': '1.179'}
{'loss': '8.041', 'grad_norm': '0.4313', 'learning_rate': '8.242e-06', 'epoch': '1.182'}
{'loss': '8.018', 'grad_norm': '0.6404', 'learning_rate': '8.209e-06', 'epoch': '1.185'}
{'loss': '7.911', 'grad_norm': '0.6667', 'learning_rate': '8.177e-06', 'epoch': '1.188'}
{'loss': '7.921', 'grad_norm': '0.715', 'learning_rate': '8.144e-06', 'epoch': '1.192'}
{'loss': '8.006', 'grad_norm': '0.6152', 'learning_rate': '8.112e-06', 'epoch': '1.195'}
{'loss': '8.092', 'grad_norm': '0.4495', 'learning_rate': '8.08e-06', 'epoch': '1.198'}
{'loss': '7.92', 'grad_norm': '0.3209', 'learning_rate': '8.047e-06', 'epoch': '1.201'}
{'loss': '8.097', 'grad_norm': '0.5107', 'learning_rate': '8.015e-06', 'epoch': '1.205'}
{'loss': '7.996', 'grad_norm': '0.8768', 'learning_rate': '7.983e-06', 'epoch': '1.208'}
{'loss': '8.065', 'grad_norm': '0.4101', 'learning_rate': '7.95e-06', 'epoch': '1.211'}
{'loss': '8.064', 'grad_norm': '0.4367', 'learning_rate': '7.918e-06', 'epoch': '1.214'}
{'loss': '7.852', 'grad_norm': '0.5527', 'learning_rate': '7.885e-06', 'epoch': '1.218'}
{'loss': '8.02', 'grad_norm': '0.47', 'learning_rate': '7.853e-06', 'epoch': '1.221'}
{'loss': '8.17', 'grad_norm': '0.4956', 'learning_rate': '7.821e-06', 'epoch': '1.224'}
{'loss': '7.999', 'grad_norm': '0.7955', 'learning_rate': '7.788e-06', 'epoch': '1.227'}
{'loss': '8.024', 'grad_norm': '0.5251', 'learning_rate': '7.756e-06', 'epoch': '1.231'}
{'loss': '8.077', 'grad_norm': '0.4236', 'learning_rate': '7.723e-06', 'epoch': '1.234'}
{'loss': '8.087', 'grad_norm': '0.3641', 'learning_rate': '7.691e-06', 'epoch': '1.237'}
{'loss': '8.152', 'grad_norm': '0.4189', 'learning_rate': '7.659e-06', 'epoch': '1.24'}
{'loss': '8.2', 'grad_norm': '0.2831', 'learning_rate': '7.626e-06', 'epoch': '1.244'}
{'loss': '8.055', 'grad_norm': '0.521', 'learning_rate': '7.594e-06', 'epoch': '1.247'}
{'loss': '8.183', 'grad_norm': '0.4345', 'learning_rate': '7.562e-06', 'epoch': '1.25'}
{'loss': '8.152', 'grad_norm': '0.4307', 'learning_rate': '7.529e-06', 'epoch': '1.253'}
{'loss': '8.011', 'grad_norm': '0.3702', 'learning_rate': '7.497e-06', 'epoch': '1.257'}
{'loss': '8.09', 'grad_norm': '0.4669', 'learning_rate': '7.464e-06', 'epoch': '1.26'}
{'loss': '8.039', 'grad_norm': '0.4093', 'learning_rate': '7.432e-06', 'epoch': '1.263'}
{'loss': '8.181', 'grad_norm': '0.3293', 'learning_rate': '7.4e-06', 'epoch': '1.266'}
{'loss': '8.125', 'grad_norm': '0.3856', 'learning_rate': '7.367e-06', 'epoch': '1.269'}
{'loss': '8.074', 'grad_norm': '0.7395', 'learning_rate': '7.335e-06', 'epoch': '1.273'}
{'loss': '8.036', 'grad_norm': '0.4173', 'learning_rate': '7.302e-06', 'epoch': '1.276'}
{'loss': '8.088', 'grad_norm': '0.5172', 'learning_rate': '7.27e-06', 'epoch': '1.279'}
{'loss': '7.999', 'grad_norm': '0.4285', 'learning_rate': '7.238e-06', 'epoch': '1.282'}
{'loss': '7.912', 'grad_norm': '0.5753', 'learning_rate': '7.205e-06', 'epoch': '1.286'}
{'loss': '8.162', 'grad_norm': '0.4634', 'learning_rate': '7.173e-06', 'epoch': '1.289'}
{'loss': '8.051', 'grad_norm': '0.4202', 'learning_rate': '7.141e-06', 'epoch': '1.292'}
{'loss': '7.997', 'grad_norm': '0.7385', 'learning_rate': '7.108e-06', 'epoch': '1.295'}
{'loss': '8.21', 'grad_norm': '0.2843', 'learning_rate': '7.076e-06', 'epoch': '1.299'}
{'loss': '8.043', 'grad_norm': '0.5387', 'learning_rate': '7.043e-06', 'epoch': '1.302'}
{'loss': '8.115', 'grad_norm': '0.3067', 'learning_rate': '7.011e-06', 'epoch': '1.305'}
{'loss': '8.086', 'grad_norm': '0.4483', 'learning_rate': '6.979e-06', 'epoch': '1.308'}
{'loss': '7.991', 'grad_norm': '0.8018', 'learning_rate': '6.946e-06', 'epoch': '1.312'}
{'loss': '8.09', 'grad_norm': '0.7319', 'learning_rate': '6.914e-06', 'epoch': '1.315'}
{'loss': '7.999', 'grad_norm': '0.3891', 'learning_rate': '6.881e-06', 'epoch': '1.318'}
{'loss': '8.032', 'grad_norm': '0.542', 'learning_rate': '6.849e-06', 'epoch': '1.321'}
{'loss': '8.084', 'grad_norm': '0.5147', 'learning_rate': '6.817e-06', 'epoch': '1.325'}
{'loss': '8.019', 'grad_norm': '0.4913', 'learning_rate': '6.784e-06', 'epoch': '1.328'}
{'loss': '8.049', 'grad_norm': '0.5058', 'learning_rate': '6.752e-06', 'epoch': '1.331'}
{'loss': '8.084', 'grad_norm': '0.4016', 'learning_rate': '6.72e-06', 'epoch': '1.334'}
{'loss': '8.131', 'grad_norm': '0.3209', 'learning_rate': '6.687e-06', 'epoch': '1.337'}
{'loss': '8.055', 'grad_norm': '0.3445', 'learning_rate': '6.655e-06', 'epoch': '1.341'}
{'loss': '8.146', 'grad_norm': '0.5234', 'learning_rate': '6.622e-06', 'epoch': '1.344'}
{'loss': '8.149', 'grad_norm': '0.4954', 'learning_rate': '6.59e-06', 'epoch': '1.347'}
{'loss': '8.014', 'grad_norm': '0.6834', 'learning_rate': '6.558e-06', 'epoch': '1.35'}
{'loss': '8.029', 'grad_norm': '0.6119', 'learning_rate': '6.525e-06', 'epoch': '1.354'}
{'loss': '8.094', 'grad_norm': '0.4893', 'learning_rate': '6.493e-06', 'epoch': '1.357'}
{'loss': '7.997', 'grad_norm': '0.5547', 'learning_rate': '6.46e-06', 'epoch': '1.36'}
{'loss': '8.118', 'grad_norm': '0.4063', 'learning_rate': '6.428e-06', 'epoch': '1.363'}
{'loss': '7.912', 'grad_norm': '0.6534', 'learning_rate': '6.396e-06', 'epoch': '1.367'}
{'loss': '8.157', 'grad_norm': '0.4706', 'learning_rate': '6.363e-06', 'epoch': '1.37'}
{'loss': '8.056', 'grad_norm': '0.6279', 'learning_rate': '6.331e-06', 'epoch': '1.373'}
{'loss': '8.076', 'grad_norm': '0.5963', 'learning_rate': '6.299e-06', 'epoch': '1.376'}
{'loss': '8.015', 'grad_norm': '0.4612', 'learning_rate': '6.266e-06', 'epoch': '1.38'}
{'loss': '8.172', 'grad_norm': '0.4787', 'learning_rate': '6.234e-06', 'epoch': '1.383'}
{'loss': '7.958', 'grad_norm': '0.3319', 'learning_rate': '6.201e-06', 'epoch': '1.386'}
{'loss': '8.223', 'grad_norm': '0.6495', 'learning_rate': '6.169e-06', 'epoch': '1.389'}
{'loss': '8.11', 'grad_norm': '0.5143', 'learning_rate': '6.137e-06', 'epoch': '1.393'}
{'loss': '8.159', 'grad_norm': '0.3666', 'learning_rate': '6.104e-06', 'epoch': '1.396'}
{'loss': '7.841', 'grad_norm': '0.3598', 'learning_rate': '6.072e-06', 'epoch': '1.399'}
{'loss': '8.098', 'grad_norm': '0.6434', 'learning_rate': '6.04e-06', 'epoch': '1.402'}
{'loss': '7.969', 'grad_norm': '0.5012', 'learning_rate': '6.007e-06', 'epoch': '1.405'}
{'loss': '8.126', 'grad_norm': '0.5671', 'learning_rate': '5.975e-06', 'epoch': '1.409'}
{'loss': '8.063', 'grad_norm': '0.4068', 'learning_rate': '5.942e-06', 'epoch': '1.412'}
{'loss': '8.158', 'grad_norm': '0.3998', 'learning_rate': '5.91e-06', 'epoch': '1.415'}
{'loss': '8.019', 'grad_norm': '0.3474', 'learning_rate': '5.878e-06', 'epoch': '1.418'}
{'loss': '8.088', 'grad_norm': '0.5432', 'learning_rate': '5.845e-06', 'epoch': '1.422'}
{'loss': '7.964', 'grad_norm': '0.8551', 'learning_rate': '5.813e-06', 'epoch': '1.425'}
{'loss': '8.103', 'grad_norm': '0.4799', 'learning_rate': '5.78e-06', 'epoch': '1.428'}
{'loss': '8.178', 'grad_norm': '0.6514', 'learning_rate': '5.748e-06', 'epoch': '1.431'}
{'loss': '8.102', 'grad_norm': '0.6248', 'learning_rate': '5.716e-06', 'epoch': '1.435'}
{'loss': '7.981', 'grad_norm': '0.6423', 'learning_rate': '5.683e-06', 'epoch': '1.438'}
{'loss': '8.084', 'grad_norm': '0.6818', 'learning_rate': '5.651e-06', 'epoch': '1.441'}
{'loss': '8.146', 'grad_norm': '0.4025', 'learning_rate': '5.619e-06', 'epoch': '1.444'}
{'loss': '7.981', 'grad_norm': '0.9136', 'learning_rate': '5.586e-06', 'epoch': '1.448'}
{'loss': '8.093', 'grad_norm': '0.4793', 'learning_rate': '5.554e-06', 'epoch': '1.451'}
{'loss': '8.093', 'grad_norm': '0.7306', 'learning_rate': '5.521e-06', 'epoch': '1.454'}
{'loss': '8.11', 'grad_norm': '0.6657', 'learning_rate': '5.489e-06', 'epoch': '1.457'}
{'loss': '8.021', 'grad_norm': '0.6121', 'learning_rate': '5.457e-06', 'epoch': '1.461'}
{'loss': '8.123', 'grad_norm': '0.6184', 'learning_rate': '5.424e-06', 'epoch': '1.464'}
{'loss': '8.111', 'grad_norm': '0.3921', 'learning_rate': '5.392e-06', 'epoch': '1.467'}
{'loss': '8.052', 'grad_norm': '0.3553', 'learning_rate': '5.359e-06', 'epoch': '1.47'}
{'loss': '7.996', 'grad_norm': '0.8928', 'learning_rate': '5.327e-06', 'epoch': '1.474'}
{'loss': '8.128', 'grad_norm': '0.2609', 'learning_rate': '5.295e-06', 'epoch': '1.477'}
{'loss': '8.132', 'grad_norm': '0.5055', 'learning_rate': '5.262e-06', 'epoch': '1.48'}
{'loss': '8.095', 'grad_norm': '0.4975', 'learning_rate': '5.23e-06', 'epoch': '1.483'}
{'loss': '8.134', 'grad_norm': '0.5409', 'learning_rate': '5.198e-06', 'epoch': '1.486'}
{'loss': '8.141', 'grad_norm': '0.3897', 'learning_rate': '5.165e-06', 'epoch': '1.49'}
{'loss': '8.005', 'grad_norm': '0.5468', 'learning_rate': '5.133e-06', 'epoch': '1.493'}
{'loss': '8.151', 'grad_norm': '0.4775', 'learning_rate': '5.1e-06', 'epoch': '1.496'}
{'loss': '8.012', 'grad_norm': '0.3758', 'learning_rate': '5.068e-06', 'epoch': '1.499'}
{'loss': '7.964', 'grad_norm': '0.5675', 'learning_rate': '5.036e-06', 'epoch': '1.503'}
{'loss': '8.106', 'grad_norm': '0.5766', 'learning_rate': '5.003e-06', 'epoch': '1.506'}
{'loss': '8.023', 'grad_norm': '0.3933', 'learning_rate': '4.971e-06', 'epoch': '1.509'}
{'loss': '8.015', 'grad_norm': '0.5004', 'learning_rate': '4.938e-06', 'epoch': '1.512'}
{'loss': '8.092', 'grad_norm': '0.5362', 'learning_rate': '4.906e-06', 'epoch': '1.516'}
{'loss': '7.902', 'grad_norm': '0.6414', 'learning_rate': '4.874e-06', 'epoch': '1.519'}
{'loss': '8.228', 'grad_norm': '0.3527', 'learning_rate': '4.841e-06', 'epoch': '1.522'}
{'loss': '8.046', 'grad_norm': '0.3981', 'learning_rate': '4.809e-06', 'epoch': '1.525'}
{'loss': '8.127', 'grad_norm': '0.3498', 'learning_rate': '4.777e-06', 'epoch': '1.529'}
{'loss': '8.093', 'grad_norm': '0.49', 'learning_rate': '4.744e-06', 'epoch': '1.532'}
{'loss': '8.084', 'grad_norm': '0.4257', 'learning_rate': '4.712e-06', 'epoch': '1.535'}
{'loss': '8.099', 'grad_norm': '0.4243', 'learning_rate': '4.679e-06', 'epoch': '1.538'}
{'loss': '8.129', 'grad_norm': '0.4444', 'learning_rate': '4.647e-06', 'epoch': '1.542'}
{'loss': '8.12', 'grad_norm': '0.5459', 'learning_rate': '4.615e-06', 'epoch': '1.545'}
{'loss': '7.986', 'grad_norm': '0.3613', 'learning_rate': '4.582e-06', 'epoch': '1.548'}
{'loss': '8.134', 'grad_norm': '0.5923', 'learning_rate': '4.55e-06', 'epoch': '1.551'}
{'loss': '8.019', 'grad_norm': '0.6025', 'learning_rate': '4.517e-06', 'epoch': '1.554'}
{'loss': '8.097', 'grad_norm': '0.5063', 'learning_rate': '4.485e-06', 'epoch': '1.558'}
{'loss': '7.994', 'grad_norm': '0.6452', 'learning_rate': '4.453e-06', 'epoch': '1.561'}
{'loss': '8.238', 'grad_norm': '0.524', 'learning_rate': '4.42e-06', 'epoch': '1.564'}
{'loss': '8.074', 'grad_norm': '0.7288', 'learning_rate': '4.388e-06', 'epoch': '1.567'}
{'loss': '8.044', 'grad_norm': '0.5241', 'learning_rate': '4.356e-06', 'epoch': '1.571'}
{'loss': '8.038', 'grad_norm': '0.4473', 'learning_rate': '4.323e-06', 'epoch': '1.574'}
{'loss': '8.177', 'grad_norm': '0.5472', 'learning_rate': '4.291e-06', 'epoch': '1.577'}
{'loss': '8.172', 'grad_norm': '0.4805', 'learning_rate': '4.258e-06', 'epoch': '1.58'}
{'loss': '8.128', 'grad_norm': '0.3529', 'learning_rate': '4.226e-06', 'epoch': '1.584'}
{'loss': '8.116', 'grad_norm': '0.6969', 'learning_rate': '4.194e-06', 'epoch': '1.587'}
{'loss': '8.169', 'grad_norm': '0.4437', 'learning_rate': '4.161e-06', 'epoch': '1.59'}
{'loss': '8.084', 'grad_norm': '0.7076', 'learning_rate': '4.129e-06', 'epoch': '1.593'}
{'loss': '8.135', 'grad_norm': '0.6239', 'learning_rate': '4.097e-06', 'epoch': '1.597'}
{'loss': '8.082', 'grad_norm': '0.3763', 'learning_rate': '4.064e-06', 'epoch': '1.6'}
{'loss': '8.175', 'grad_norm': '0.6179', 'learning_rate': '4.032e-06', 'epoch': '1.603'}
{'loss': '8.093', 'grad_norm': '0.667', 'learning_rate': '3.999e-06', 'epoch': '1.606'}
{'loss': '8.2', 'grad_norm': '0.3939', 'learning_rate': '3.967e-06', 'epoch': '1.61'}
{'loss': '8.215', 'grad_norm': '0.6309', 'learning_rate': '3.935e-06', 'epoch': '1.613'}
{'loss': '8.101', 'grad_norm': '0.6723', 'learning_rate': '3.902e-06', 'epoch': '1.616'}
{'loss': '8.203', 'grad_norm': '0.428', 'learning_rate': '3.87e-06', 'epoch': '1.619'}
{'loss': '7.898', 'grad_norm': '0.374', 'learning_rate': '3.837e-06', 'epoch': '1.622'}
{'loss': '8.037', 'grad_norm': '0.3346', 'learning_rate': '3.805e-06', 'epoch': '1.626'}
{'loss': '8.094', 'grad_norm': '0.5029', 'learning_rate': '3.773e-06', 'epoch': '1.629'}
{'loss': '8.219', 'grad_norm': '0.3415', 'learning_rate': '3.74e-06', 'epoch': '1.632'}
{'loss': '8.227', 'grad_norm': '0.4792', 'learning_rate': '3.708e-06', 'epoch': '1.635'}
{'loss': '8.103', 'grad_norm': '0.7027', 'learning_rate': '3.676e-06', 'epoch': '1.639'}
{'loss': '8.172', 'grad_norm': '0.43', 'learning_rate': '3.643e-06', 'epoch': '1.642'}
{'loss': '8.059', 'grad_norm': '0.6544', 'learning_rate': '3.611e-06', 'epoch': '1.645'}
{'loss': '8.182', 'grad_norm': '0.7311', 'learning_rate': '3.578e-06', 'epoch': '1.648'}
{'loss': '8.046', 'grad_norm': '0.4427', 'learning_rate': '3.546e-06', 'epoch': '1.652'}
{'loss': '8.156', 'grad_norm': '0.7001', 'learning_rate': '3.514e-06', 'epoch': '1.655'}
{'loss': '8.236', 'grad_norm': '0.4145', 'learning_rate': '3.481e-06', 'epoch': '1.658'}
{'loss': '8.172', 'grad_norm': '0.5091', 'learning_rate': '3.449e-06', 'epoch': '1.661'}
{'loss': '8.176', 'grad_norm': '0.6747', 'learning_rate': '3.416e-06', 'epoch': '1.665'}
{'loss': '8.168', 'grad_norm': '0.579', 'learning_rate': '3.384e-06', 'epoch': '1.668'}
{'loss': '8.186', 'grad_norm': '0.9644', 'learning_rate': '3.352e-06', 'epoch': '1.671'}
{'loss': '8.162', 'grad_norm': '0.6592', 'learning_rate': '3.319e-06', 'epoch': '1.674'}
{'loss': '8.086', 'grad_norm': '0.3912', 'learning_rate': '3.287e-06', 'epoch': '1.678'}
{'loss': '8.138', 'grad_norm': '0.4259', 'learning_rate': '3.255e-06', 'epoch': '1.681'}
{'loss': '8.072', 'grad_norm': '0.4424', 'learning_rate': '3.222e-06', 'epoch': '1.684'}
{'loss': '8.148', 'grad_norm': '1.03', 'learning_rate': '3.19e-06', 'epoch': '1.687'}
